id,name,location,length,gain,highpoint,rating,features,description
112,Naches Peak Loop,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,"3.2 miles, roundtrip",600,5850.0,4.53,Lakes,"This popular hike provides a range of alpine experiences in a short loop. Walk along a hillside above a small valley, pause at a viewpoint overlooking a lake, and stroll through grassy meadows with stunning views of Mount Rainier. In season enjoy an abundance of wildflowers or perhaps a handful of huckleberries."
112,Naches Peak Loop,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,"3.2 miles, roundtrip",600,5850.0,4.53,Fall foliage,"This popular hike provides a range of alpine experiences in a short loop. Walk along a hillside above a small valley, pause at a viewpoint overlooking a lake, and stroll through grassy meadows with stunning views of Mount Rainier. In season enjoy an abundance of wildflowers or perhaps a handful of huckleberries."
113,Deadhorse Creek,Mount Rainier Area -- SW - Longmire/Paradise,"3.25 miles, roundtrip",800,5820.0,4.33,Mountain views,
113,Deadhorse Creek,Mount Rainier Area -- SW - Longmire/Paradise,"3.25 miles, roundtrip",800,5820.0,4.33,Dogs not allowed,
113,Deadhorse Creek,Mount Rainier Area -- SW - Longmire/Paradise,"3.25 miles, roundtrip",800,5820.0,4.33,Good for kids,
114,Van Trump Park,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",2150,5850.0,4.36,Wildflowers/Meadows,"Follow tumbling, churning, Van Trump Creek upstream past spectacular Bloucher Falls and Comet Falls, to an alpine meadow featuring views of Mount Rainier and easy wandering. For an added treat, hike two extra miles for a stunning view of the barren Kautz Creek valley from Mildred Point."
114,Van Trump Park,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",2150,5850.0,4.36,Mountain views,"Follow tumbling, churning, Van Trump Creek upstream past spectacular Bloucher Falls and Comet Falls, to an alpine meadow featuring views of Mount Rainier and easy wandering. For an added treat, hike two extra miles for a stunning view of the barren Kautz Creek valley from Mildred Point."
114,Van Trump Park,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",2150,5850.0,4.36,Ridges/passes,"Follow tumbling, churning, Van Trump Creek upstream past spectacular Bloucher Falls and Comet Falls, to an alpine meadow featuring views of Mount Rainier and easy wandering. For an added treat, hike two extra miles for a stunning view of the barren Kautz Creek valley from Mildred Point."
114,Van Trump Park,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",2150,5850.0,4.36,Dogs not allowed,"Follow tumbling, churning, Van Trump Creek upstream past spectacular Bloucher Falls and Comet Falls, to an alpine meadow featuring views of Mount Rainier and easy wandering. For an added treat, hike two extra miles for a stunning view of the barren Kautz Creek valley from Mildred Point."
114,Van Trump Park,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",2150,5850.0,4.36,Waterfalls,"Follow tumbling, churning, Van Trump Creek upstream past spectacular Bloucher Falls and Comet Falls, to an alpine meadow featuring views of Mount Rainier and easy wandering. For an added treat, hike two extra miles for a stunning view of the barren Kautz Creek valley from Mildred Point."
114,Van Trump Park,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",2150,5850.0,4.36,Rivers,"Follow tumbling, churning, Van Trump Creek upstream past spectacular Bloucher Falls and Comet Falls, to an alpine meadow featuring views of Mount Rainier and easy wandering. For an added treat, hike two extra miles for a stunning view of the barren Kautz Creek valley from Mildred Point."
115,Big Creek,Olympic Peninsula -- Hood Canal,"4.3 miles, roundtrip",850,1850.0,3.97,Mountain views,This low-key loop in the shadow of Mount Ellinor makes for a great respite on a hot summer day or a low-country winter ramble when it's rainy.
115,Big Creek,Olympic Peninsula -- Hood Canal,"4.3 miles, roundtrip",850,1850.0,3.97,Old growth,This low-key loop in the shadow of Mount Ellinor makes for a great respite on a hot summer day or a low-country winter ramble when it's rainy.
115,Big Creek,Olympic Peninsula -- Hood Canal,"4.3 miles, roundtrip",850,1850.0,3.97,Dogs allowed on leash,This low-key loop in the shadow of Mount Ellinor makes for a great respite on a hot summer day or a low-country winter ramble when it's rainy.
115,Big Creek,Olympic Peninsula -- Hood Canal,"4.3 miles, roundtrip",850,1850.0,3.97,Established campsites,This low-key loop in the shadow of Mount Ellinor makes for a great respite on a hot summer day or a low-country winter ramble when it's rainy.
115,Big Creek,Olympic Peninsula -- Hood Canal,"4.3 miles, roundtrip",850,1850.0,3.97,Rivers,This low-key loop in the shadow of Mount Ellinor makes for a great respite on a hot summer day or a low-country winter ramble when it's rainy.
116,Kautz Creek to Indian Henry's Hunting Ground,Mount Rainier Area -- SW - Longmire/Paradise,"11.0 miles, roundtrip",3800,5335.0,3.58,Wildflowers/Meadows,"While the hunting grounds here hold their fair share of human history, the Kautz Creek drainage that hold the trail leading to the hunting grounds has an even more extensive background -- one that's eons old, rather than generations. Witness the way volcanic activity has affected this area and appreciate the awesome power of Rainier up close."
116,Kautz Creek to Indian Henry's Hunting Ground,Mount Rainier Area -- SW - Longmire/Paradise,"11.0 miles, roundtrip",3800,5335.0,3.58,Mountain views,"While the hunting grounds here hold their fair share of human history, the Kautz Creek drainage that hold the trail leading to the hunting grounds has an even more extensive background -- one that's eons old, rather than generations. Witness the way volcanic activity has affected this area and appreciate the awesome power of Rainier up close."
116,Kautz Creek to Indian Henry's Hunting Ground,Mount Rainier Area -- SW - Longmire/Paradise,"11.0 miles, roundtrip",3800,5335.0,3.58,Dogs not allowed,"While the hunting grounds here hold their fair share of human history, the Kautz Creek drainage that hold the trail leading to the hunting grounds has an even more extensive background -- one that's eons old, rather than generations. Witness the way volcanic activity has affected this area and appreciate the awesome power of Rainier up close."
116,Kautz Creek to Indian Henry's Hunting Ground,Mount Rainier Area -- SW - Longmire/Paradise,"11.0 miles, roundtrip",3800,5335.0,3.58,Rivers,"While the hunting grounds here hold their fair share of human history, the Kautz Creek drainage that hold the trail leading to the hunting grounds has an even more extensive background -- one that's eons old, rather than generations. Witness the way volcanic activity has affected this area and appreciate the awesome power of Rainier up close."
116,Kautz Creek to Indian Henry's Hunting Ground,Mount Rainier Area -- SW - Longmire/Paradise,"11.0 miles, roundtrip",3800,5335.0,3.58,Ridges/passes,"While the hunting grounds here hold their fair share of human history, the Kautz Creek drainage that hold the trail leading to the hunting grounds has an even more extensive background -- one that's eons old, rather than generations. Witness the way volcanic activity has affected this area and appreciate the awesome power of Rainier up close."
117,Palisades,Mount Rainier Area -- Chinook Pass - Hwy 410,"15.9 miles, roundtrip",2680,5300.0,4.14,Wildflowers/Meadows,"This trail has it all, from beautiful forests, beautiful waterfalls, good climbing and fun descents to technical sections with views of Mount Rainier from cliffs that will inspire you."
117,Palisades,Mount Rainier Area -- Chinook Pass - Hwy 410,"15.9 miles, roundtrip",2680,5300.0,4.14,Mountain views,"This trail has it all, from beautiful forests, beautiful waterfalls, good climbing and fun descents to technical sections with views of Mount Rainier from cliffs that will inspire you."
117,Palisades,Mount Rainier Area -- Chinook Pass - Hwy 410,"15.9 miles, roundtrip",2680,5300.0,4.14,Dogs allowed on leash,"This trail has it all, from beautiful forests, beautiful waterfalls, good climbing and fun descents to technical sections with views of Mount Rainier from cliffs that will inspire you."
117,Palisades,Mount Rainier Area -- Chinook Pass - Hwy 410,"15.9 miles, roundtrip",2680,5300.0,4.14,Waterfalls,"This trail has it all, from beautiful forests, beautiful waterfalls, good climbing and fun descents to technical sections with views of Mount Rainier from cliffs that will inspire you."
117,Palisades,Mount Rainier Area -- Chinook Pass - Hwy 410,"15.9 miles, roundtrip",2680,5300.0,4.14,Old growth,"This trail has it all, from beautiful forests, beautiful waterfalls, good climbing and fun descents to technical sections with views of Mount Rainier from cliffs that will inspire you."
117,Palisades,Mount Rainier Area -- Chinook Pass - Hwy 410,"15.9 miles, roundtrip",2680,5300.0,4.14,Rivers,"This trail has it all, from beautiful forests, beautiful waterfalls, good climbing and fun descents to technical sections with views of Mount Rainier from cliffs that will inspire you."
118,Riser Lake Loop,North Cascades -- Methow/Sawtooth,"3.75 miles, roundtrip",403,2603.0,0.00,Dogs allowed on leash,Here's a short snowshoe or simply a wintery hike you can do just outside of Winthrop. Enjoy the shrub-steppe and the views of the hills surrounding the Methow Valley.
118,Riser Lake Loop,North Cascades -- Methow/Sawtooth,"3.75 miles, roundtrip",403,2603.0,0.00,Good for kids,Here's a short snowshoe or simply a wintery hike you can do just outside of Winthrop. Enjoy the shrub-steppe and the views of the hills surrounding the Methow Valley.
119,Tyee Lookout,Central Cascades -- Entiat Mountains/Lake Chelan,"8.5 miles, roundtrip",2160,6640.0,4.00,Mountain views,"It is possible to drive all the way to the top of Tyee Ridge for majestic views of the land below. But the last 4 miles of the road to the top is extremely rough, so visitors can make that section a short hike with fabulous views."
120,Slate Creek Trail,Eastern Washington -- Spokane Area/Coeur d'Alene,"15.0 miles, roundtrip",2400,5702.0,0.00,Dogs allowed on leash,"This hike is across the Washington border in Idaho, but provides a lovely outing near the historic town of Wallace."
121,Mount Teneriffe,Snoqualmie Region -- North Bend Area,"13.0 miles, roundtrip",3800,4585.0,3.72,Wildflowers/Meadows,"Mountains to Sound Greenway did this road to trail conversion in order to create a more sustainable, safer route for hikers to a summit on the I-90 corridor. Hike through second- and third-growth forest, pass a lovely waterfall, and enjoy a slightly less-crowded trail than the nearby Mount Si."
121,Mount Teneriffe,Snoqualmie Region -- North Bend Area,"13.0 miles, roundtrip",3800,4585.0,3.72,Ridges/passes,"Mountains to Sound Greenway did this road to trail conversion in order to create a more sustainable, safer route for hikers to a summit on the I-90 corridor. Hike through second- and third-growth forest, pass a lovely waterfall, and enjoy a slightly less-crowded trail than the nearby Mount Si."
121,Mount Teneriffe,Snoqualmie Region -- North Bend Area,"13.0 miles, roundtrip",3800,4585.0,3.72,Dogs allowed on leash,"Mountains to Sound Greenway did this road to trail conversion in order to create a more sustainable, safer route for hikers to a summit on the I-90 corridor. Hike through second- and third-growth forest, pass a lovely waterfall, and enjoy a slightly less-crowded trail than the nearby Mount Si."
121,Mount Teneriffe,Snoqualmie Region -- North Bend Area,"13.0 miles, roundtrip",3800,4585.0,3.72,Fall foliage,"Mountains to Sound Greenway did this road to trail conversion in order to create a more sustainable, safer route for hikers to a summit on the I-90 corridor. Hike through second- and third-growth forest, pass a lovely waterfall, and enjoy a slightly less-crowded trail than the nearby Mount Si."
121,Mount Teneriffe,Snoqualmie Region -- North Bend Area,"13.0 miles, roundtrip",3800,4585.0,3.72,Mountain views,"Mountains to Sound Greenway did this road to trail conversion in order to create a more sustainable, safer route for hikers to a summit on the I-90 corridor. Hike through second- and third-growth forest, pass a lovely waterfall, and enjoy a slightly less-crowded trail than the nearby Mount Si."
121,Mount Teneriffe,Snoqualmie Region -- North Bend Area,"13.0 miles, roundtrip",3800,4585.0,3.72,Summits,"Mountains to Sound Greenway did this road to trail conversion in order to create a more sustainable, safer route for hikers to a summit on the I-90 corridor. Hike through second- and third-growth forest, pass a lovely waterfall, and enjoy a slightly less-crowded trail than the nearby Mount Si."
121,Mount Teneriffe,Snoqualmie Region -- North Bend Area,"13.0 miles, roundtrip",3800,4585.0,3.72,Waterfalls,"Mountains to Sound Greenway did this road to trail conversion in order to create a more sustainable, safer route for hikers to a summit on the I-90 corridor. Hike through second- and third-growth forest, pass a lovely waterfall, and enjoy a slightly less-crowded trail than the nearby Mount Si."
122,Steliko Lookout,Central Cascades -- Entiat Mountains/Lake Chelan,"3.4 miles, roundtrip",1500,2586.0,2.75,Mountain views,"A lookout accessible via a steep Forest Service road. Drive to it in the summer, or get a big workout climbing to it in the winter."
122,Steliko Lookout,Central Cascades -- Entiat Mountains/Lake Chelan,"3.4 miles, roundtrip",1500,2586.0,2.75,Dogs allowed on leash,"A lookout accessible via a steep Forest Service road. Drive to it in the summer, or get a big workout climbing to it in the winter."
123,Little Quilcene River,Olympic Peninsula -- Hood Canal,"6.8 miles, roundtrip",2180,6200.0,4.00,Wildflowers/Meadows,"Take this lung-busting trail up the north side of Mount Townsend, through coniferous forests offering cameo views to the Strait of Juan de Fuca to the north, opening onto views of the Dungeness and Graywolf watersheds to the west."
123,Little Quilcene River,Olympic Peninsula -- Hood Canal,"6.8 miles, roundtrip",2180,6200.0,4.00,Mountain views,"Take this lung-busting trail up the north side of Mount Townsend, through coniferous forests offering cameo views to the Strait of Juan de Fuca to the north, opening onto views of the Dungeness and Graywolf watersheds to the west."
123,Little Quilcene River,Olympic Peninsula -- Hood Canal,"6.8 miles, roundtrip",2180,6200.0,4.00,Wildlife,"Take this lung-busting trail up the north side of Mount Townsend, through coniferous forests offering cameo views to the Strait of Juan de Fuca to the north, opening onto views of the Dungeness and Graywolf watersheds to the west."
123,Little Quilcene River,Olympic Peninsula -- Hood Canal,"6.8 miles, roundtrip",2180,6200.0,4.00,Summits,"Take this lung-busting trail up the north side of Mount Townsend, through coniferous forests offering cameo views to the Strait of Juan de Fuca to the north, opening onto views of the Dungeness and Graywolf watersheds to the west."
123,Little Quilcene River,Olympic Peninsula -- Hood Canal,"6.8 miles, roundtrip",2180,6200.0,4.00,Ridges/passes,"Take this lung-busting trail up the north side of Mount Townsend, through coniferous forests offering cameo views to the Strait of Juan de Fuca to the north, opening onto views of the Dungeness and Graywolf watersheds to the west."
125,Paddy-Go-Easy Pass,Snoqualmie Region -- Salmon La Sac/Teanaway,"6.0 miles, roundtrip",2560,6080.0,3.40,Wildflowers/Meadows,"The relentless but scenic climb up to Paddy-Go-Easy Pass is often used to access scrambling routes on nearby peaks, or further adventures beyond the pass. On its own, the Paddy-Go-Easy Pass trail offers views of Tucquala Lake and Mount Daniel as well as The Cradle and mountain ranges to the east."
125,Paddy-Go-Easy Pass,Snoqualmie Region -- Salmon La Sac/Teanaway,"6.0 miles, roundtrip",2560,6080.0,3.40,Mountain views,"The relentless but scenic climb up to Paddy-Go-Easy Pass is often used to access scrambling routes on nearby peaks, or further adventures beyond the pass. On its own, the Paddy-Go-Easy Pass trail offers views of Tucquala Lake and Mount Daniel as well as The Cradle and mountain ranges to the east."
125,Paddy-Go-Easy Pass,Snoqualmie Region -- Salmon La Sac/Teanaway,"6.0 miles, roundtrip",2560,6080.0,3.40,Dogs allowed on leash,"The relentless but scenic climb up to Paddy-Go-Easy Pass is often used to access scrambling routes on nearby peaks, or further adventures beyond the pass. On its own, the Paddy-Go-Easy Pass trail offers views of Tucquala Lake and Mount Daniel as well as The Cradle and mountain ranges to the east."
125,Paddy-Go-Easy Pass,Snoqualmie Region -- Salmon La Sac/Teanaway,"6.0 miles, roundtrip",2560,6080.0,3.40,Ridges/passes,"The relentless but scenic climb up to Paddy-Go-Easy Pass is often used to access scrambling routes on nearby peaks, or further adventures beyond the pass. On its own, the Paddy-Go-Easy Pass trail offers views of Tucquala Lake and Mount Daniel as well as The Cradle and mountain ranges to the east."
126,Cathedral Rock,Snoqualmie Region -- Salmon La Sac/Teanaway,"8.0 miles, roundtrip",2290,5550.0,3.31,Ridges/passes,"While commonly used to access the Alpine Lakes backcountry, the trail up to Cathedral Pass is a worthy destination on its own. Old growth forest, lakes, subalpine meadows, and an up-close view of the dominating Cathedral Rock make for a satisfying and scenic day hike or short overnight."
126,Cathedral Rock,Snoqualmie Region -- Salmon La Sac/Teanaway,"8.0 miles, roundtrip",2290,5550.0,3.31,Wildlife,"While commonly used to access the Alpine Lakes backcountry, the trail up to Cathedral Pass is a worthy destination on its own. Old growth forest, lakes, subalpine meadows, and an up-close view of the dominating Cathedral Rock make for a satisfying and scenic day hike or short overnight."
126,Cathedral Rock,Snoqualmie Region -- Salmon La Sac/Teanaway,"8.0 miles, roundtrip",2290,5550.0,3.31,Summits,"While commonly used to access the Alpine Lakes backcountry, the trail up to Cathedral Pass is a worthy destination on its own. Old growth forest, lakes, subalpine meadows, and an up-close view of the dominating Cathedral Rock make for a satisfying and scenic day hike or short overnight."
126,Cathedral Rock,Snoqualmie Region -- Salmon La Sac/Teanaway,"8.0 miles, roundtrip",2290,5550.0,3.31,Lakes,"While commonly used to access the Alpine Lakes backcountry, the trail up to Cathedral Pass is a worthy destination on its own. Old growth forest, lakes, subalpine meadows, and an up-close view of the dominating Cathedral Rock make for a satisfying and scenic day hike or short overnight."
126,Cathedral Rock,Snoqualmie Region -- Salmon La Sac/Teanaway,"8.0 miles, roundtrip",2290,5550.0,3.31,Wildflowers/Meadows,"While commonly used to access the Alpine Lakes backcountry, the trail up to Cathedral Pass is a worthy destination on its own. Old growth forest, lakes, subalpine meadows, and an up-close view of the dominating Cathedral Rock make for a satisfying and scenic day hike or short overnight."
126,Cathedral Rock,Snoqualmie Region -- Salmon La Sac/Teanaway,"8.0 miles, roundtrip",2290,5550.0,3.31,Mountain views,"While commonly used to access the Alpine Lakes backcountry, the trail up to Cathedral Pass is a worthy destination on its own. Old growth forest, lakes, subalpine meadows, and an up-close view of the dominating Cathedral Rock make for a satisfying and scenic day hike or short overnight."
126,Cathedral Rock,Snoqualmie Region -- Salmon La Sac/Teanaway,"8.0 miles, roundtrip",2290,5550.0,3.31,Dogs allowed on leash,"While commonly used to access the Alpine Lakes backcountry, the trail up to Cathedral Pass is a worthy destination on its own. Old growth forest, lakes, subalpine meadows, and an up-close view of the dominating Cathedral Rock make for a satisfying and scenic day hike or short overnight."
126,Cathedral Rock,Snoqualmie Region -- Salmon La Sac/Teanaway,"8.0 miles, roundtrip",2290,5550.0,3.31,Established campsites,"While commonly used to access the Alpine Lakes backcountry, the trail up to Cathedral Pass is a worthy destination on its own. Old growth forest, lakes, subalpine meadows, and an up-close view of the dominating Cathedral Rock make for a satisfying and scenic day hike or short overnight."
126,Cathedral Rock,Snoqualmie Region -- Salmon La Sac/Teanaway,"8.0 miles, roundtrip",2290,5550.0,3.31,Old growth,"While commonly used to access the Alpine Lakes backcountry, the trail up to Cathedral Pass is a worthy destination on its own. Old growth forest, lakes, subalpine meadows, and an up-close view of the dominating Cathedral Rock make for a satisfying and scenic day hike or short overnight."
126,Cathedral Rock,Snoqualmie Region -- Salmon La Sac/Teanaway,"8.0 miles, roundtrip",2290,5550.0,3.31,Fall foliage,"While commonly used to access the Alpine Lakes backcountry, the trail up to Cathedral Pass is a worthy destination on its own. Old growth forest, lakes, subalpine meadows, and an up-close view of the dominating Cathedral Rock make for a satisfying and scenic day hike or short overnight."
127,Squaw Lake,Snoqualmie Region -- Salmon La Sac/Teanaway,"5.0 miles, roundtrip",1500,4850.0,3.80,Dogs allowed on leash,"Get a taste of the Alpine Lakes Wilderness on this short climb to a small but scenic lake. The trail winds from a lush meadow into old growth forest. Whether as a short day trek or a first-time overnight, a hike to Squaw Lake is worth the long road in."
127,Squaw Lake,Snoqualmie Region -- Salmon La Sac/Teanaway,"5.0 miles, roundtrip",1500,4850.0,3.80,Old growth,"Get a taste of the Alpine Lakes Wilderness on this short climb to a small but scenic lake. The trail winds from a lush meadow into old growth forest. Whether as a short day trek or a first-time overnight, a hike to Squaw Lake is worth the long road in."
127,Squaw Lake,Snoqualmie Region -- Salmon La Sac/Teanaway,"5.0 miles, roundtrip",1500,4850.0,3.80,Good for kids,"Get a taste of the Alpine Lakes Wilderness on this short climb to a small but scenic lake. The trail winds from a lush meadow into old growth forest. Whether as a short day trek or a first-time overnight, a hike to Squaw Lake is worth the long road in."
127,Squaw Lake,Snoqualmie Region -- Salmon La Sac/Teanaway,"5.0 miles, roundtrip",1500,4850.0,3.80,Lakes,"Get a taste of the Alpine Lakes Wilderness on this short climb to a small but scenic lake. The trail winds from a lush meadow into old growth forest. Whether as a short day trek or a first-time overnight, a hike to Squaw Lake is worth the long road in."
127,Squaw Lake,Snoqualmie Region -- Salmon La Sac/Teanaway,"5.0 miles, roundtrip",1500,4850.0,3.80,Established campsites,"Get a taste of the Alpine Lakes Wilderness on this short climb to a small but scenic lake. The trail winds from a lush meadow into old growth forest. Whether as a short day trek or a first-time overnight, a hike to Squaw Lake is worth the long road in."
128,Northrup Canyon,Central Washington -- Grand Coulee,"3.0 miles, roundtrip",384,2134.0,3.89,Wildflowers/Meadows,"Bald eagles, icons of the mossy forests and deep rivers of the Pacific Coast, flock to this desert canyon each winter, and their presence is reason to visit in late fall or winter."
128,Northrup Canyon,Central Washington -- Grand Coulee,"3.0 miles, roundtrip",384,2134.0,3.89,Wildlife,"Bald eagles, icons of the mossy forests and deep rivers of the Pacific Coast, flock to this desert canyon each winter, and their presence is reason to visit in late fall or winter."
128,Northrup Canyon,Central Washington -- Grand Coulee,"3.0 miles, roundtrip",384,2134.0,3.89,Lakes,"Bald eagles, icons of the mossy forests and deep rivers of the Pacific Coast, flock to this desert canyon each winter, and their presence is reason to visit in late fall or winter."
129,Riverside State Park - Trail 25 Trail 410 Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,"5.17 miles, roundtrip",924,2207.0,0.00,Mountain views,"This little lollipop loop in Riverside State Park is the perfect short walk to experience the north end of Riverside State Park, get a little exercise and a lot of a view."
129,Riverside State Park - Trail 25 Trail 410 Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,"5.17 miles, roundtrip",924,2207.0,0.00,Dogs allowed on leash,"This little lollipop loop in Riverside State Park is the perfect short walk to experience the north end of Riverside State Park, get a little exercise and a lot of a view."
129,Riverside State Park - Trail 25 Trail 410 Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,"5.17 miles, roundtrip",924,2207.0,0.00,Good for kids,"This little lollipop loop in Riverside State Park is the perfect short walk to experience the north end of Riverside State Park, get a little exercise and a lot of a view."
129,Riverside State Park - Trail 25 Trail 410 Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,"5.17 miles, roundtrip",924,2207.0,0.00,Fall foliage,"This little lollipop loop in Riverside State Park is the perfect short walk to experience the north end of Riverside State Park, get a little exercise and a lot of a view."
129,Riverside State Park - Trail 25 Trail 410 Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,"5.17 miles, roundtrip",924,2207.0,0.00,Rivers,"This little lollipop loop in Riverside State Park is the perfect short walk to experience the north end of Riverside State Park, get a little exercise and a lot of a view."
130,Lake Caroline,Central Cascades -- Leavenworth Area,"11.5 miles, roundtrip",3100,6300.0,2.75,Dogs not allowed,"One of the lesser-visited lakes in the Enchantments, Lake Caroline is a hard-earned reward for those seeking a bit of solitude in this immensely popular region."
130,Lake Caroline,Central Cascades -- Leavenworth Area,"11.5 miles, roundtrip",3100,6300.0,2.75,Wildlife,"One of the lesser-visited lakes in the Enchantments, Lake Caroline is a hard-earned reward for those seeking a bit of solitude in this immensely popular region."
130,Lake Caroline,Central Cascades -- Leavenworth Area,"11.5 miles, roundtrip",3100,6300.0,2.75,Lakes,"One of the lesser-visited lakes in the Enchantments, Lake Caroline is a hard-earned reward for those seeking a bit of solitude in this immensely popular region."
131,Lily Lake Loop,Puget Sound and Islands -- Bellingham Area,"5.5 miles, roundtrip",1360,2025.0,2.83,Mountain views,This strenuous uphill climb leads to big-payout views of the San Juans from Oyster Dome before visiting tranquil Lily Lake.
131,Lily Lake Loop,Puget Sound and Islands -- Bellingham Area,"5.5 miles, roundtrip",1360,2025.0,2.83,Dogs allowed on leash,This strenuous uphill climb leads to big-payout views of the San Juans from Oyster Dome before visiting tranquil Lily Lake.
131,Lily Lake Loop,Puget Sound and Islands -- Bellingham Area,"5.5 miles, roundtrip",1360,2025.0,2.83,Established campsites,This strenuous uphill climb leads to big-payout views of the San Juans from Oyster Dome before visiting tranquil Lily Lake.
131,Lily Lake Loop,Puget Sound and Islands -- Bellingham Area,"5.5 miles, roundtrip",1360,2025.0,2.83,Old growth,This strenuous uphill climb leads to big-payout views of the San Juans from Oyster Dome before visiting tranquil Lily Lake.
131,Lily Lake Loop,Puget Sound and Islands -- Bellingham Area,"5.5 miles, roundtrip",1360,2025.0,2.83,Good for kids,This strenuous uphill climb leads to big-payout views of the San Juans from Oyster Dome before visiting tranquil Lily Lake.
131,Lily Lake Loop,Puget Sound and Islands -- Bellingham Area,"5.5 miles, roundtrip",1360,2025.0,2.83,Lakes,This strenuous uphill climb leads to big-payout views of the San Juans from Oyster Dome before visiting tranquil Lily Lake.
131,Lily Lake Loop,Puget Sound and Islands -- Bellingham Area,"5.5 miles, roundtrip",1360,2025.0,2.83,Fall foliage,This strenuous uphill climb leads to big-payout views of the San Juans from Oyster Dome before visiting tranquil Lily Lake.
131,Lily Lake Loop,Puget Sound and Islands -- Bellingham Area,"5.5 miles, roundtrip",1360,2025.0,2.83,Coast,This strenuous uphill climb leads to big-payout views of the San Juans from Oyster Dome before visiting tranquil Lily Lake.
132,Burch Mountain via Billy Goat Pass,North Cascades -- Pasayten,"9.0 miles, roundtrip",3510,7782.0,4.50,Wildflowers/Meadows,"Start on a trail popular for horses and hikers to Billy Goat Pass, then take a right on a hiker-only trail for a high ridge traverse to a larch grove pass. Finish with a steep climb to a lookout site and 360 degree views."
132,Burch Mountain via Billy Goat Pass,North Cascades -- Pasayten,"9.0 miles, roundtrip",3510,7782.0,4.50,Mountain views,"Start on a trail popular for horses and hikers to Billy Goat Pass, then take a right on a hiker-only trail for a high ridge traverse to a larch grove pass. Finish with a steep climb to a lookout site and 360 degree views."
132,Burch Mountain via Billy Goat Pass,North Cascades -- Pasayten,"9.0 miles, roundtrip",3510,7782.0,4.50,Dogs allowed on leash,"Start on a trail popular for horses and hikers to Billy Goat Pass, then take a right on a hiker-only trail for a high ridge traverse to a larch grove pass. Finish with a steep climb to a lookout site and 360 degree views."
132,Burch Mountain via Billy Goat Pass,North Cascades -- Pasayten,"9.0 miles, roundtrip",3510,7782.0,4.50,Ridges/passes,"Start on a trail popular for horses and hikers to Billy Goat Pass, then take a right on a hiker-only trail for a high ridge traverse to a larch grove pass. Finish with a steep climb to a lookout site and 360 degree views."
132,Burch Mountain via Billy Goat Pass,North Cascades -- Pasayten,"9.0 miles, roundtrip",3510,7782.0,4.50,Summits,"Start on a trail popular for horses and hikers to Billy Goat Pass, then take a right on a hiker-only trail for a high ridge traverse to a larch grove pass. Finish with a steep climb to a lookout site and 360 degree views."
132,Burch Mountain via Billy Goat Pass,North Cascades -- Pasayten,"9.0 miles, roundtrip",3510,7782.0,4.50,Fall foliage,"Start on a trail popular for horses and hikers to Billy Goat Pass, then take a right on a hiker-only trail for a high ridge traverse to a larch grove pass. Finish with a steep climb to a lookout site and 360 degree views."
133,Hurricane Ridge Snowshoe,Olympic Peninsula -- Northern Coast,"6.0 miles, roundtrip",800,5757.0,3.50,Mountain views,"Whether you’re an expert or a first-timer, Hurricane Ridge in Olympic National Park is one of the most spectacular places to snowshoe in Washington state—and on clear days you’ll be treated to bird’s-eye views of Mount Olympus in all her winter splendor."
133,Hurricane Ridge Snowshoe,Olympic Peninsula -- Northern Coast,"6.0 miles, roundtrip",800,5757.0,3.50,Dogs not allowed,"Whether you’re an expert or a first-timer, Hurricane Ridge in Olympic National Park is one of the most spectacular places to snowshoe in Washington state—and on clear days you’ll be treated to bird’s-eye views of Mount Olympus in all her winter splendor."
133,Hurricane Ridge Snowshoe,Olympic Peninsula -- Northern Coast,"6.0 miles, roundtrip",800,5757.0,3.50,Good for kids,"Whether you’re an expert or a first-timer, Hurricane Ridge in Olympic National Park is one of the most spectacular places to snowshoe in Washington state—and on clear days you’ll be treated to bird’s-eye views of Mount Olympus in all her winter splendor."
134,Kalispell Rock,Eastern Washington -- Selkirk Range,"5.6 miles, roundtrip",1490,5200.0,0.00,Mountain views,"Once home to a fire lookout, the granite slabs that make up Kalispell Rock overlook the Priest River drainage."
134,Kalispell Rock,Eastern Washington -- Selkirk Range,"5.6 miles, roundtrip",1490,5200.0,0.00,Dogs allowed on leash,"Once home to a fire lookout, the granite slabs that make up Kalispell Rock overlook the Priest River drainage."
134,Kalispell Rock,Eastern Washington -- Selkirk Range,"5.6 miles, roundtrip",1490,5200.0,0.00,Summits,"Once home to a fire lookout, the granite slabs that make up Kalispell Rock overlook the Priest River drainage."
